Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,,,Function Channels,,
Persistence,Off,,-0.043222997564,-0.149268865585327,0.00236930511891842,,-0.043222997564,-0.156249985098839,
,,,-0.0432112975234,-0.00856535136699677,-0.0141131095588207,,-0.0432112975234,-0.136718736961484,
MEASUREMENTS,,,-0.0431995974828,-0.149268865585327,-0.0141131095588207,,-0.0431995974828,-0.156249985098839,
Pk-Pk(1),,,-0.0431878974422,-0.149268865585327,-0.0141131095588207,,-0.0431878974422,-0.156249985098839,
Cur,9.8 V,,-0.0431761974016,-0.149268865585327,-0.0141131095588207,,-0.0431761974016,-0.136718736961484,
,,,-0.043164497361,-0.149268865585327,-0.0141131095588207,,-0.043164497361,-0.156249985098839,
Pk-Pk(2),,,-0.0431527973204,-0.149268865585327,-0.0141131095588207,,-0.0431527973204,-0.136718736961484,
Cur,1.66 V,,-0.0431410972798,-0.149268865585327,-0.0305955242365599,,-0.0431410972798,-0.136718736961484,
,,,-0.0431293972392,-0.149268865585327,-0.0141131095588207,,-0.0431293972392,-0.136718736961484,
Pk-Pk(M),,,-0.0431176971986,-0.149268865585327,-0.0141131095588207,,-0.0431176971986,-0.156249985098839,
Cur,4.8 ,,-0.043105997158,-0.149268865585327,-0.0141131095588207,,-0.043105997158,-0.136718736961484,
,,,-0.0430942971174,-0.149268865585327,-0.0141131095588207,,-0.0430942971174,-0.156249985098839,
,,,-0.0430825970768,-0.149268865585327,-0.0141131095588207,,-0.0430825970768,-0.136718736961484,
,,,-0.0430708970362,-0.149268865585327,-0.0305955242365599,,-0.0430708970362,-0.136718736961484,
,,,-0.0430591969956,-0.289972379803658,-0.0141131095588207,,-0.0430591969956,-0.292968722060323,
,,,-0.043047496955,-0.149268865585327,-0.0141131095588207,,-0.043047496955,-0.136718736961484,
,,,-0.0430357969144,-0.00856535136699677,-0.0141131095588207,,-0.0430357969144,-0.156249985098839,
,,,-0.0430240968738,-0.149268865585327,-0.0305955242365599,,-0.0430240968738,-0.136718736961484,
,,,-0.0430123968332,-0.149268865585327,-0.0141131095588207,,-0.0430123968332,-0.156249985098839,
,,,-0.0430006967926,-0.149268865585327,-0.0141131095588207,,-0.0430006967926,-0.156249985098839,
,,,-0.042988996752,-0.149268865585327,-0.0141131095588207,,-0.042988996752,-0.156249985098839,
,,,-0.0429772967114,-0.149268865585327,-0.0141131095588207,,-0.0429772967114,-0.156249985098839,
,,,-0.0429655966708,-0.149268865585327,-0.0141131095588207,,-0.0429655966708,-0.136718736961484,
,,,-0.0429538966302,-0.149268865585327,-0.0141131095588207,,-0.0429538966302,-0.136718736961484,
,,,-0.0429421965896,-0.149268865585327,-0.0141131095588207,,-0.0429421965896,-0.156249985098839,
,,,-0.042930496549,-0.149268865585327,-0.0141131095588207,,-0.042930496549,-0.136718736961484,
,,,-0.0429187965084,-0.149268865585327,0.00236930511891842,,-0.0429187965084,-0.156249985098839,
,,,-0.0429070964678,-0.149268865585327,-0.0141131095588207,,-0.0429070964678,-0.156249985098839,
,,,-0.0428953964272,-0.149268865585327,-0.0141131095588207,,-0.0428953964272,-0.156249985098839,
,,,-0.0428836963866,-0.149268865585327,-0.0141131095588207,,-0.0428836963866,-0.136718736961484,
,,,-0.042871996346,-0.00856535136699677,-0.0141131095588207,,-0.042871996346,-0.156249985098839,
,,,-0.0428602963054,-0.149268865585327,-0.0141131095588207,,-0.0428602963054,-0.136718736961484,
,,,-0.0428485962648,-0.149268865585327,-0.0141131095588207,,-0.0428485962648,-0.136718736961484,
,,,-0.0428368962242,-0.149268865585327,-0.0141131095588207,,-0.0428368962242,-0.136718736961484,
,,,-0.0428251961836,-0.149268865585327,-0.0141131095588207,,-0.0428251961836,-0.156249985098839,
,,,-0.042813496143,-0.149268865585327,-0.0141131095588207,,-0.042813496143,-0.156249985098839,
,,,-0.0428017961024,-0.149268865585327,-0.0141131095588207,,-0.0428017961024,-0.136718736961484,
,,,-0.0427900960618,-0.149268865585327,-0.0141131095588207,,-0.0427900960618,-0.136718736961484,
,,,-0.0427783960212,-0.149268865585327,-0.0305955242365599,,-0.0427783960212,-0.136718736961484,
,,,-0.0427666959806,-0.289972379803658,-0.0141131095588207,,-0.0427666959806,-0.136718736961484,
,,,-0.04275499594,-0.149268865585327,-0.0141131095588207,,-0.04275499594,-0.156249985098839,
,,,-0.0427432958994,-0.149268865585327,-0.0141131095588207,,-0.0427432958994,-0.156249985098839,
,,,-0.0427315958588,-0.149268865585327,-0.0141131095588207,,-0.0427315958588,-0.136718736961484,
,,,-0.0427198958182,-0.149268865585327,-0.0141131095588207,,-0.0427198958182,-0.156249985098839,
,,,-0.0427081957776,-0.149268865585327,-0.0141131095588207,,-0.0427081957776,-0.156249985098839,
,,,-0.042696495737,-0.149268865585327,-0.0141131095588207,,-0.042696495737,-0.156249985098839,
,,,-0.0426847956964,-0.149268865585327,-0.0141131095588207,,-0.0426847956964,-0.156249985098839,
,,,-0.0426730956558,-0.149268865585327,-0.0305955242365599,,-0.0426730956558,-0.136718736961484,
,,,-0.0426613956152,-0.149268865585327,-0.0141131095588207,,-0.0426613956152,-0.136718736961484,
,,,-0.0426496955746,-0.149268865585327,-0.0141131095588207,,-0.0426496955746,-0.136718736961484,
,,,-0.042637995534,-0.149268865585327,-0.0141131095588207,,-0.042637995534,-0.156249985098839,
,,,-0.0426262954934,-0.149268865585327,-0.0141131095588207,,-0.0426262954934,-0.136718736961484,
,,,-0.0426145954528,-0.149268865585327,-0.0141131095588207,,-0.0426145954528,-0.156249985098839,
,,,-0.0426028954122,-0.149268865585327,-0.0141131095588207,,-0.0426028954122,-0.136718736961484,
,,,-0.0425911953716,-0.149268865585327,-0.0141131095588207,,-0.0425911953716,-0.156249985098839,
,,,-0.042579495331,-0.149268865585327,-0.0305955242365599,,-0.042579495331,-0.136718736961484,
,,,-0.0425677952904,-0.149268865585327,-0.0141131095588207,,-0.0425677952904,-0.156249985098839,
,,,-0.0425560952498,-0.149268865585327,-0.0141131095588207,,-0.0425560952498,-0.156249985098839,
,,,-0.0425443952092,-0.149268865585327,-0.0141131095588207,,-0.0425443952092,-0.136718736961484,
,,,-0.0425326951686,-0.149268865585327,-0.0141131095588207,,-0.0425326951686,-0.156249985098839,
,,,-0.042520995128,-0.149268865585327,-0.0305955242365599,,-0.042520995128,-0.156249985098839,
,,,-0.0425092950874,-0.149268865585327,-0.0141131095588207,,-0.0425092950874,-0.156249985098839,
,,,-0.0424975950468,-0.149268865585327,-0.0305955242365599,,-0.0424975950468,-0.136718736961484,
,,,-0.0424858950062,-0.149268865585327,-0.0141131095588207,,-0.0424858950062,-0.156249985098839,
,,,-0.0424741949656,-0.149268865585327,-0.0141131095588207,,-0.0424741949656,-0.292968722060323,
,,,-0.042462494925,-0.149268865585327,-0.0141131095588207,,-0.042462494925,-0.156249985098839,
,,,-0.0424507948844,-0.149268865585327,-0.0141131095588207,,-0.0424507948844,-0.136718736961484,
,,,-0.0424390948438,-0.149268865585327,-0.0141131095588207,,-0.0424390948438,-0.136718736961484,
,,,-0.0424273948032,-0.00856535136699677,-0.0141131095588207,,-0.0424273948032,-0.156249985098839,
,,,-0.0424156947626,-0.149268865585327,-0.0141131095588207,,-0.0424156947626,-0.156249985098839,
,,,-0.042403994722,-0.149268865585327,-0.0141131095588207,,-0.042403994722,-0.136718736961484,
,,,-0.0423922946814,-0.149268865585327,0.00236930511891842,,-0.0423922946814,-0.156249985098839,
,,,-0.0423805946408,-0.149268865585327,-0.0141131095588207,,-0.0423805946408,-0.156249985098839,
,,,-0.0423688946002,-0.149268865585327,-0.0141131095588207,,-0.0423688946002,-0.156249985098839,
,,,-0.0423571945596,-0.149268865585327,-0.0141131095588207,,-0.0423571945596,-0.156249985098839,
,,,-0.042345494519,-0.149268865585327,-0.0141131095588207,,-0.042345494519,-0.156249985098839,
,,,-0.0423337944784,-0.149268865585327,-0.0141131095588207,,-0.0423337944784,-0.156249985098839,
,,,-0.0423220944378,-0.149268865585327,-0.0141131095588207,,-0.0423220944378,-0.136718736961484,
,,,-0.0423103943972,-0.149268865585327,-0.0141131095588207,,-0.0423103943972,-0.136718736961484,
,,,-0.0422986943566,-0.149268865585327,-0.0141131095588207,,-0.0422986943566,-0.136718736961484,
,,,-0.042286994316,-0.149268865585327,-0.0305955242365599,,-0.042286994316,-0.136718736961484,
,,,-0.0422752942754,-0.00856535136699677,-0.0141131095588207,,-0.0422752942754,-0.136718736961484,
,,,-0.0422635942348,-0.149268865585327,-0.0141131095588207,,-0.0422635942348,-0.136718736961484,
,,,-0.0422518941942,-0.149268865585327,-0.0141131095588207,,-0.0422518941942,-0.156249985098839,
,,,-0.0422401941536,-0.149268865585327,-0.0141131095588207,,-0.0422401941536,-0.156249985098839,
,,,-0.042228494113,-0.149268865585327,-0.0141131095588207,,-0.042228494113,-0.136718736961484,
,,,-0.0422167940724,-0.00856535136699677,-0.0141131095588207,,-0.0422167940724,-0.136718736961484,
,,,-0.0422050940318,-0.00856535136699677,-0.0141131095588207,,-0.0422050940318,-0.156249985098839,
,,,-0.0421933939912,-0.149268865585327,-0.0141131095588207,,-0.0421933939912,-0.156249985098839,
,,,-0.0421816939506,-0.149268865585327,-0.0141131095588207,,-0.0421816939506,-0.136718736961484,
,,,-0.04216999391,-0.00856535136699677,-0.0141131095588207,,-0.04216999391,-0.156249985098839,
,,,-0.0421582938694,-0.149268865585327,-0.0305955242365599,,-0.0421582938694,-0.136718736961484,
,,,-0.0421465938288,-0.149268865585327,-0.0305955242365599,,-0.0421465938288,-0.136718736961484,
,,,-0.0421348937882,-0.149268865585327,-0.0141131095588207,,-0.0421348937882,-0.156249985098839,
,,,-0.0421231937476,-0.149268865585327,-0.0141131095588207,,-0.0421231937476,-0.136718736961484,
,,,-0.042111493707,-0.00856535136699677,-0.0141131095588207,,-0.042111493707,-0.136718736961484,
,,,-0.0420997936664,-0.149268865585327,-0.0141131095588207,,-0.0420997936664,-0.156249985098839,
,,,-0.0420880936258,-0.149268865585327,-0.0141131095588207,,-0.0420880936258,-0.136718736961484,
,,,-0.0420763935852,-0.149268865585327,-0.0305955242365599,,-0.0420763935852,-0.136718736961484,
,,,-0.0420646935446,-0.149268865585327,-0.0305955242365599,,-0.0420646935446,-0.136718736961484,
,,,-0.042052993504,-0.149268865585327,-0.0141131095588207,,-0.042052993504,-0.156249985098839,
,,,-0.0420412934634,-0.149268865585327,-0.0141131095588207,,-0.0420412934634,-0.136718736961484,
,,,-0.0420295934228,-0.149268865585327,-0.0141131095588207,,-0.0420295934228,-0.156249985098839,
,,,-0.0420178933822,-0.149268865585327,-0.0141131095588207,,-0.0420178933822,-0.136718736961484,
,,,-0.0420061933416,-0.149268865585327,-0.0141131095588207,,-0.0420061933416,-0.156249985098839,
,,,-0.041994493301,-0.149268865585327,-0.0305955242365599,,-0.041994493301,-0.136718736961484,
,,,-0.0419827932604,-0.149268865585327,-0.0141131095588207,,-0.0419827932604,-0.156249985098839,
,,,-0.0419710932198,-0.149268865585327,-0.0141131095588207,,-0.0419710932198,-0.156249985098839,
,,,-0.0419593931792,-0.149268865585327,-0.0141131095588207,,-0.0419593931792,-0.156249985098839,
,,,-0.0419476931386,-0.149268865585327,-0.0141131095588207,,-0.0419476931386,-0.136718736961484,
,,,-0.041935993098,-0.149268865585327,-0.0305955242365599,,-0.041935993098,-0.156249985098839,
,,,-0.0419242930574,-0.149268865585327,-0.0141131095588207,,-0.0419242930574,-0.156249985098839,
,,,-0.0419125930168,-0.149268865585327,-0.0141131095588207,,-0.0419125930168,-0.136718736961484,
,,,-0.0419008929762,-0.149268865585327,-0.0141131095588207,,-0.0419008929762,-0.156249985098839,
,,,-0.0418891929356,-0.149268865585327,-0.0141131095588207,,-0.0418891929356,-0.156249985098839,
,,,-0.041877492895,-0.149268865585327,-0.0141131095588207,,-0.041877492895,-0.156249985098839,
,,,-0.0418657928544,-0.149268865585327,-0.0141131095588207,,-0.0418657928544,-0.136718736961484,
,,,-0.0418540928138,-0.149268865585327,-0.0141131095588207,,-0.0418540928138,-0.136718736961484,
,,,-0.0418423927732,-0.00856535136699677,-0.0141131095588207,,-0.0418423927732,-0.136718736961484,
,,,-0.0418306927326,-0.00856535136699677,-0.0141131095588207,,-0.0418306927326,-0.156249985098839,
,,,-0.041818992692,-0.149268865585327,-0.0141131095588207,,-0.041818992692,-0.136718736961484,
,,,-0.0418072926514,-0.149268865585327,-0.0141131095588207,,-0.0418072926514,-0.136718736961484,
,,,-0.0417955926108,-0.149268865585327,-0.0141131095588207,,-0.0417955926108,-0.156249985098839,
,,,-0.0417838925702,-0.149268865585327,-0.0305955242365599,,-0.0417838925702,-0.136718736961484,
,,,-0.0417721925296,-0.149268865585327,-0.0141131095588207,,-0.0417721925296,-0.136718736961484,
,,,-0.041760492489,-0.149268865585327,-0.0141131095588207,,-0.041760492489,-0.156249985098839,
,,,-0.0417487924484,-0.149268865585327,-0.0305955242365599,,-0.0417487924484,-0.136718736961484,
,,,-0.0417370924078,-0.149268865585327,-0.0141131095588207,,-0.0417370924078,-0.156249985098839,
,,,-0.0417253923672,-0.149268865585327,-0.0141131095588207,,-0.0417253923672,-0.136718736961484,
,,,-0.0417136923266,-0.149268865585327,-0.0141131095588207,,-0.0417136923266,-0.136718736961484,
,,,-0.041701992286,-0.149268865585327,-0.0141131095588207,,-0.041701992286,-0.136718736961484,
,,,-0.0416902922454,-0.149268865585327,-0.0141131095588207,,-0.0416902922454,-0.156249985098839,
,,,-0.0416785922048,-0.149268865585327,-0.0141131095588207,,-0.0416785922048,-0.156249985098839,
,,,-0.0416668921642,-0.149268865585327,-0.0305955242365599,,-0.0416668921642,-0.136718736961484,
,,,-0.0416551921236,-0.00856535136699677,-0.0141131095588207,,-0.0416551921236,-0.156249985098839,
,,,-0.041643492083,-0.149268865585327,-0.0141131095588207,,-0.041643492083,-0.156249985098839,
,,,-0.0416317920424,-0.149268865585327,-0.0141131095588207,,-0.0416317920424,-0.156249985098839,
,,,-0.0416200920018,-0.149268865585327,-0.0141131095588207,,-0.0416200920018,-0.156249985098839,
,,,-0.0416083919612,-0.149268865585327,-0.0141131095588207,,-0.0416083919612,-0.156249985098839,
,,,-0.0415966919206,-0.149268865585327,-0.0141131095588207,,-0.0415966919206,-0.156249985098839,
,,,-0.04158499188,-0.149268865585327,-0.0141131095588207,,-0.04158499188,-0.156249985098839,
,,,-0.0415732918394,-0.149268865585327,-0.0141131095588207,,-0.0415732918394,-0.156249985098839,
,,,-0.0415615917988,-0.149268865585327,-0.0141131095588207,,-0.0415615917988,-0.136718736961484,
,,,-0.0415498917582,-0.149268865585327,-0.0305955242365599,,-0.0415498917582,-0.136718736961484,
,,,-0.0415381917176,-0.149268865585327,0.00236930511891842,,-0.0415381917176,-0.156249985098839,
,,,-0.041526491677,-0.149268865585327,-0.0141131095588207,,-0.041526491677,-0.156249985098839,
,,,-0.0415147916364,-0.149268865585327,-0.0141131095588207,,-0.0415147916364,-0.156249985098839,
,,,-0.0415030915958,-0.149268865585327,-0.0141131095588207,,-0.0415030915958,-0.136718736961484,
,,,-0.0414913915552,-0.149268865585327,-0.0141131095588207,,-0.0414913915552,-0.156249985098839,
,,,-0.0414796915146,-0.149268865585327,-0.0141131095588207,,-0.0414796915146,-0.136718736961484,
,,,-0.041467991474,-0.149268865585327,-0.0141131095588207,,-0.041467991474,-0.156249985098839,
,,,-0.0414562914334,-0.149268865585327,-0.0141131095588207,,-0.0414562914334,-0.156249985098839,
,,,-0.0414445913928,-0.149268865585327,-0.0141131095588207,,-0.0414445913928,-0.156249985098839,
,,,-0.0414328913522,-0.149268865585327,-0.0141131095588207,,-0.0414328913522,-0.136718736961484,
,,,-0.0414211913116,-0.149268865585327,-0.0141131095588207,,-0.0414211913116,-0.136718736961484,
,,,-0.041409491271,-0.149268865585327,0.00236930511891842,,-0.041409491271,-0.156249985098839,
,,,-0.0413977912304,-0.149268865585327,-0.0141131095588207,,-0.0413977912304,-0.156249985098839,
,,,-0.0413860911898,-0.00856535136699677,-0.0141131095588207,,-0.0413860911898,-0.156249985098839,
,,,-0.0413743911492,-0.149268865585327,-0.0141131095588207,,-0.0413743911492,-0.136718736961484,
,,,-0.0413626911086,-0.149268865585327,-0.0141131095588207,,-0.0413626911086,-0.156249985098839,
,,,-0.041350991068,-0.149268865585327,-0.0141131095588207,,-0.041350991068,-0.156249985098839,
,,,-0.0413392910274,-0.149268865585327,-0.0141131095588207,,-0.0413392910274,-0.136718736961484,
,,,-0.0413275909868,-0.149268865585327,-0.0141131095588207,,-0.0413275909868,-0.156249985098839,
,,,-0.0413158909462,-0.149268865585327,-0.0141131095588207,,-0.0413158909462,-0.136718736961484,
,,,-0.0413041909056,-0.149268865585327,-0.0141131095588207,,-0.0413041909056,-0.136718736961484,
,,,-0.041292490865,-0.149268865585327,-0.0141131095588207,,-0.041292490865,-0.136718736961484,
,,,-0.0412807908244,-0.149268865585327,-0.0141131095588207,,-0.0412807908244,-0.156249985098839,
,,,-0.0412690907838,-0.149268865585327,-0.0141131095588207,,-0.0412690907838,-0.156249985098839,
,,,-0.0412573907432,-0.149268865585327,-0.0141131095588207,,-0.0412573907432,-0.156249985098839,
,,,-0.0412456907026,-0.149268865585327,-0.0141131095588207,,-0.0412456907026,-0.156249985098839,
,,,-0.041233990662,-0.149268865585327,-0.0305955242365599,,-0.041233990662,-0.136718736961484,
,,,-0.0412222906214,-0.149268865585327,0.00236930511891842,,-0.0412222906214,-0.156249985098839,
,,,-0.0412105905808,-0.149268865585327,-0.0141131095588207,,-0.0412105905808,-0.136718736961484,
,,,-0.0411988905402,-0.149268865585327,-0.0141131095588207,,-0.0411988905402,-0.156249985098839,
,,,-0.0411871904996,-0.149268865585327,-0.0141131095588207,,-0.0411871904996,-0.156249985098839,
,,,-0.041175490459,-0.149268865585327,-0.0141131095588207,,-0.041175490459,-0.136718736961484,
,,,-0.0411637904184,-0.149268865585327,-0.0141131095588207,,-0.0411637904184,-0.156249985098839,
,,,-0.0411520903778,-0.149268865585327,-0.0141131095588207,,-0.0411520903778,-0.156249985098839,
,,,-0.0411403903372,-0.149268865585327,-0.0141131095588207,,-0.0411403903372,-0.136718736961484,
,,,-0.0411286902966,-0.149268865585327,-0.0141131095588207,,-0.0411286902966,-0.136718736961484,
,,,-0.041116990256,-0.149268865585327,-0.0141131095588207,,-0.041116990256,-0.156249985098839,
,,,-0.0411052902154,-0.149268865585327,-0.0141131095588207,,-0.0411052902154,-0.156249985098839,
,,,-0.0410935901748,-0.149268865585327,-0.0141131095588207,,-0.0410935901748,-0.136718736961484,
,,,-0.0410818901342,-0.149268865585327,-0.0141131095588207,,-0.0410818901342,-0.156249985098839,
,,,-0.0410701900936,-0.149268865585327,-0.0141131095588207,,-0.0410701900936,-0.136718736961484,
,,,-0.041058490053,-0.149268865585327,-0.0305955242365599,,-0.041058490053,-0.136718736961484,
,,,-0.0410467900124,-0.149268865585327,-0.0141131095588207,,-0.0410467900124,-0.136718736961484,
,,,-0.0410350899718,-0.149268865585327,-0.0141131095588207,,-0.0410350899718,-0.156249985098839,
,,,-0.0410233899312,-0.149268865585327,-0.0141131095588207,,-0.0410233899312,-0.156249985098839,
,,,-0.0410116898906,-0.149268865585327,-0.0141131095588207,,-0.0410116898906,-0.156249985098839,
,,,-0.04099998985,-0.149268865585327,-0.0305955242365599,,-0.04099998985,-0.136718736961484,
,,,-0.0409882898094,-0.149268865585327,-0.0141131095588207,,-0.0409882898094,-0.136718736961484,
,,,-0.0409765897688,-0.00856535136699677,-0.0141131095588207,,-0.0409765897688,-0.156249985098839,
,,,-0.0409648897282,-0.149268865585327,-0.0141131095588207,,-0.0409648897282,-0.273437473922968,
,,,-0.0409531896876,-0.149268865585327,-0.0141131095588207,,-0.0409531896876,-0.136718736961484,
,,,-0.040941489647,-0.149268865585327,-0.0141131095588207,,-0.040941489647,-0.156249985098839,
,,,-0.0409297896064,-0.149268865585327,-0.0141131095588207,,-0.0409297896064,-0.136718736961484,
,,,-0.0409180895658,-0.149268865585327,-0.0141131095588207,,-0.0409180895658,-0.156249985098839,
,,,-0.0409063895252,-0.149268865585327,-0.0141131095588207,,-0.0409063895252,-0.136718736961484,
,,,-0.0408946894846,-0.149268865585327,-0.0141131095588207,,-0.0408946894846,-0.156249985098839,
,,,-0.040882989444,-0.149268865585327,-0.0141131095588207,,-0.040882989444,-0.136718736961484,
,,,-0.0408712894034,-0.149268865585327,-0.0141131095588207,,-0.0408712894034,-0.136718736961484,
,,,-0.0408595893628,-0.149268865585327,-0.0305955242365599,,-0.0408595893628,-0.136718736961484,
,,,-0.0408478893222,-0.149268865585327,-0.0305955242365599,,-0.0408478893222,-0.136718736961484,
